Claim_ID,Customer_ID,Vehicle_ID,Claim_Amount,Claim_Date,Claim_Type
3400,104781,104781,10000,2025-04-14,1
3401,364244,364244,10000,2025-03-14,1
3402,733502,733502,10000,2025-02-06,1
3403,963990,963990,10000,2025-11-07,1
3404,47587,47587,10000,2025-01-06,1
3405,884674,884674,10000,2025-02-20,1
3406,652240,652240,10000,2025-01-27,1
3407,939505,939505,10000,2025-12-14,1
3408,607672,607672,10000,2025-04-21,1
3409,521343,521343,10000,2025-06-07,1
3410,566666,566666,10000,2025-04-07,1
3411,245187,245187,10000,2025-11-28,1
3412,448485,448485,10000,2025-05-14,1
3413,54785,54785,10000,2025-09-07,1
3414,413417,413417,10000,2025-07-21,1
3415,953650,953650,10000,2025-08-07,1
3416,783521,783521,10000,2025-10-07,1
3417,752029,752029,10000,2025-09-21,1
3418,767377,767377,10000,2025-08-28,1
3419,906901,906901,10000,2025-11-14,1
3420,635062,635062,10000,2025-02-20,1
3421,610129,610129,10000,2025-01-06,1
3422,493351,493351,10000,2025-12-14,1
3423,239818,239818,10000,2025-03-28,1
3424,96492,96492,10000,2025-08-21,1
3425,663914,663914,10000,2025-12-21,1
3426,228337,228337,10000,2025-11-14,1
3427,82530,82530,10000,2025-06-28,1
3428,952491,952491,10000,2025-06-07,1
3429,598712,598712,10000,2025-10-28,1
3430,53930,53930,10000,2025-05-07,1
3431,693912,693912,10000,2025-12-07,1
3432,54440,54440,10000,2025-09-28,1
3433,177211,177211,10000,2025-03-07,1
3434,965522,965522,10000,2025-01-13,1
3435,689290,689290,10000,2025-04-21,1
3436,650449,650449,10000,2025-03-07,1
3437,650083,650083,10000,2025-03-07,1
3438,698792,698792,10000,2025-04-07,1
3439,717702,717702,10000,2025-12-07,1
3440,808775,808775,10000,2025-10-07,1
3441,577629,577629,10000,2025-03-21,1
3442,378206,378206,10000,2025-05-07,1
3443,488662,488662,10000,2025-02-20,1
3444,539199,539199,10000,2025-03-21,1
3445,371091,371091,10000,2025-11-28,1
3446,603952,603952,10000,2025-02-20,1
3447,302444,302444,10000,2025-05-07,1
3448,366905,366905,10000,2025-06-21,1
3449,488648,488648,10000,2025-02-06,1
3450,747850,747850,10000,2025-04-21,1
3451,163517,163517,10000,2025-10-07,1
3452,140747,140747,10000,2025-07-21,1
3453,736657,736657,10000,2025-09-21,1
3454,347958,347958,10000,2025-09-14,1
3455,183990,183990,10000,2025-09-14,1
3456,57208,57208,10000,2025-04-21,1
3457,253116,253116,10000,2025-07-28,1
3458,32923,32923,10000,2025-12-14,1
3459,98695,98695,10000,2025-08-28,1
3460,217105,217105,10000,2025-03-07,1
3461,135288,135288,10000,2025-08-21,1
3462,666950,666950,10000,2025-04-07,1
3463,543829,543829,10000,2025-11-14,1
3464,982037,982037,10000,2025-02-27,1
3465,221284,221284,10000,2025-08-07,1
3466,314126,314126,10000,2025-04-07,1
3467,984195,984195,10000,2025-01-20,1
3468,326510,326510,10000,2025-02-06,1
3469,194282,194282,10000,2025-10-28,1
3470,982769,982769,10000,2025-02-27,1
3471,203479,203479,10000,2025-12-14,1
3472,626986,626986,10000,2025-01-27,1
3473,996554,996554,10000,2025-10-28,1
3474,493832,493832,10000,2025-04-07,1
3475,248826,248826,10000,2025-11-07,1
3476,260979,260979,10000,2025-01-20,1
3477,592606,592606,10000,2025-02-20,1
3478,58282,58282,10000,2025-03-28,1
3479,667072,667072,10000,2025-08-07,1
3480,400798,400798,10000,2025-01-27,1
3481,988075,988075,10000,2025-08-28,1
3482,744130,744130,10000,2025-02-20,1
3483,847737,847737,10000,2025-03-21,1
3484,356543,356543,10000,2025-02-27,1
3485,547000,547000,10000,2025-07-14,1
3486,836293,836293,10000,2025-12-14,1
3487,233102,233102,10000,2025-11-21,1
3488,298541,298541,10000,2025-09-07,1
3489,896317,896317,10000,2025-12-14,1
3490,242807,242807,10000,2025-05-28,1
3491,634366,634366,10000,2025-03-28,1
3492,997662,997662,10000,2025-11-07,1
3493,449699,449699,10000,2025-09-07,1
3494,120747,120747,10000,2025-11-28,1
3495,264174,264174,10000,2025-10-14,1
3496,117805,117805,10000,2025-11-14,1
3497,217997,217997,10000,2025-08-14,1
3498,229556,229556,10000,2025-03-14,1
3499,2966,2966,10000,2025-02-06,1
3500,284196,284196,10000,2025-06-28,1
3501,120107,120107,10000,2025-02-27,1
3502,545307,545307,10000,2025-11-28,1
3503,901357,901357,10000,2025-09-21,1
3504,434822,434822,10000,2025-01-13,1
3505,194465,194465,10000,2025-04-28,1
3506,790648,790648,10000,2025-03-28,1
3507,830216,830216,10000,2025-05-07,1
3508,367858,367858,10000,2025-01-27,1
3509,17483,17483,10000,2025-10-07,1
3510,910476,910476,10000,2025-08-21,1
3511,267194,267194,10000,2025-01-13,1
3512,459540,459540,10000,2025-07-28,1
3513,762811,762811,10000,2025-03-07,1
3514,291403,291403,10000,2025-03-07,1
3515,401729,401729,10000,2025-08-14,1
3516,519741,519741,10000,2025-01-20,1
3517,428203,428203,10000,2025-12-14,1
3518,896386,896386,10000,2025-02-20,1
3519,250327,250327,10000,2025-12-14,1
3520,352120,352120,10000,2025-01-27,1
3521,663998,663998,10000,2025-03-14,1
3522,814737,814737,10000,2025-01-20,1
3523,215350,215350,10000,2025-05-21,1
3524,840776,840776,10000,2025-03-14,1
3525,533482,533482,10000,2025-08-07,1
3526,509546,509546,10000,2025-03-14,1
3527,836988,836988,10000,2025-11-07,1
3528,946514,946514,10000,2025-02-06,1
3529,135128,135128,10000,2025-03-14,1
3530,8080,8080,10000,2025-01-27,1
3531,329559,329559,10000,2025-06-07,1
3532,787890,787890,10000,2025-09-14,1
3533,418091,418091,10000,2025-04-28,1
3534,450865,450865,10000,2025-11-14,1
3535,739951,739951,10000,2025-09-21,1
3536,758305,758305,10000,2025-11-14,1
3537,758220,758220,10000,2025-08-21,1
3538,975929,975929,10000,2025-06-21,1
3539,274545,274545,10000,2025-02-13,1
3540,271050,271050,10000,2025-07-28,1
3541,663670,663670,10000,2025-04-21,1
3542,177584,177584,10000,2025-03-14,1
3543,773700,773700,10000,2025-12-07,1
3544,722924,722924,10000,2025-03-14,1
3545,788347,788347,10000,2025-12-14,1
3546,417237,417237,10000,2025-12-28,1
3547,160504,160504,10000,2025-07-14,1
3548,696199,696199,10000,2025-03-07,1
3549,649091,649091,10000,2025-06-21,1
3550,25299,25299,10000,2025-02-13,1
3551,833769,833769,10000,2025-01-20,1
3552,756041,756041,10000,2025-09-07,1
3553,426471,426471,10000,2025-03-21,1
3554,340499,340499,10000,2025-04-28,1
3555,385883,385883,10000,2025-04-28,1
3556,194292,194292,10000,2025-11-07,1
3557,185600,185600,10000,2025-02-06,1
3558,631492,631492,10000,2025-05-21,1
3559,320668,320668,10000,2025-02-20,1
3560,57469,57469,10000,2025-01-06,1
3561,379915,379915,10000,2025-01-06,1
3562,84079,84079,10000,2025-09-21,1
3563,941196,941196,10000,2025-07-28,1
3564,267627,267627,10000,2025-03-21,1
3565,893291,893291,10000,2025-09-07,1
3566,541083,541083,10000,2025-05-14,1
3567,432298,432298,10000,2025-02-20,1
3568,785365,785365,10000,2025-10-21,1
3569,973343,973343,10000,2025-05-28,1
3570,307552,307552,10000,2025-04-21,1
3571,618455,618455,10000,2025-10-07,1
3572,99139,99139,10000,2025-11-14,1
3573,974618,974618,10000,2025-11-21,1
3574,524088,524088,10000,2025-12-07,1
3575,868813,868813,10000,2025-10-21,1
3576,231624,231624,10000,2025-11-07,1
3577,159695,159695,10000,2025-04-28,1
3578,444459,444459,10000,2025-05-14,1
3579,852672,852672,10000,2025-09-14,1
3580,819136,819136,10000,2025-01-27,1
3581,547831,547831,10000,2025-10-21,1
3582,434487,434487,10000,2025-02-13,1
3583,152452,152452,10000,2025-07-14,1
3584,347301,347301,10000,2025-11-28,1
3585,647078,647078,10000,2025-12-21,1
3586,362612,362612,10000,2025-09-28,1
3587,40945,40945,10000,2025-11-14,1
3588,329787,329787,10000,2025-01-20,1
3589,643121,643121,10000,2025-02-27,1
3590,613962,613962,10000,2025-06-28,1
3591,213033,213033,10000,2025-01-20,1
3592,509211,509211,10000,2025-04-14,1
3593,845900,845900,10000,2025-03-14,1
3594,195343,195343,10000,2025-09-21,1
3595,771434,771434,10000,2025-09-28,1
3596,722156,722156,10000,2025-02-06,1
3597,949112,949112,10000,2025-03-14,1
3598,841333,841333,10000,2025-09-21,1
3599,606163,606163,10000,2025-03-07,1
3600,761148,761148,10000,2025-08-21,1
3601,762354,762354,10000,2025-12-07,1
3602,353187,353187,10000,2025-12-28,1
3603,877224,877224,10000,2025-10-14,1
3604,304831,304831,10000,2025-11-14,1
3605,566460,566460,10000,2025-09-14,1
3606,494242,494242,10000,2025-05-21,1
3607,409195,409195,10000,2025-01-06,1
3608,846809,846809,10000,2025-09-07,1
3609,651013,651013,10000,2025-09-21,1
3610,164164,164164,10000,2025-07-14,1
3611,52778,52778,10000,2025-03-14,1
3612,707827,707827,10000,2025-12-14,1
3613,311707,311707,10000,2025-08-28,1
3614,525718,525718,10000,2025-05-21,1
3615,688467,688467,10000,2025-01-20,1
3616,704130,704130,10000,2025-11-07,1
3617,929227,929227,10000,2025-11-14,1
3618,931437,931437,10000,2025-11-28,1
3619,69181,69181,10000,2025-01-06,1
3620,8676,8676,10000,2025-09-14,1
3621,474417,474417,10000,2025-03-21,1
3622,65413,65413,10000,2025-09-21,1
3623,697311,697311,10000,2025-03-21,1
3624,160375,160375,10000,2025-03-07,1
3625,288070,288070,10000,2025-01-27,1
3626,682878,682878,10000,2025-10-14,1
3627,239371,239371,10000,2025-01-06,1
3628,779204,779204,10000,2025-12-21,1
3629,269718,269718,10000,2025-12-07,1
3630,120045,120045,10000,2025-12-28,1
3631,997601,997601,10000,2025-09-07,1
3632,126535,126535,10000,2025-09-21,1
3633,303129,303129,10000,2025-03-21,1
3634,829583,829583,10000,2025-08-14,1
3635,67755,67755,10000,2025-02-13,1
3636,276571,276571,10000,2025-08-28,1
3637,607299,607299,10000,2025-04-14,1
3638,489156,489156,10000,2025-06-28,1
3639,414119,414119,10000,2025-06-21,1
3640,958521,958521,10000,2025-11-28,1
3641,214686,214686,10000,2025-07-28,1
3642,190896,190896,10000,2025-07-28,1
3643,341210,341210,10000,2025-04-07,1
3644,814523,814523,10000,2025-06-21,1
3645,527007,527007,10000,2025-11-28,1
3646,510759,510759,10000,2025-07-07,1
3647,725287,725287,10000,2025-08-28,1
3648,519009,519009,10000,2025-01-20,1
3649,807745,807745,10000,2025-12-14,1
3650,834188,834188,10000,2025-03-14,1
3651,199300,199300,10000,2025-07-14,1
3652,796605,796605,10000,2025-07-07,1
3653,429965,429965,10000,2025-10-07,1
3654,348612,348612,10000,2025-06-28,1
3655,643784,643784,10000,2025-12-21,1
3656,500786,500786,10000,2025-04-07,1
3657,369240,369240,10000,2025-11-07,1
3658,70164,70164,10000,2025-09-14,1
3659,269098,269098,10000,2025-03-28,1
3660,18100,18100,10000,2025-06-14,1
3661,805519,805519,10000,2025-11-14,1
3662,68218,68218,10000,2025-05-21,1
3663,423550,423550,10000,2025-03-28,1
3664,578155,578155,10000,2025-08-28,1
3665,739006,739006,10000,2025-02-20,1
3666,308605,308605,10000,2025-03-07,1
3667,36163,36163,10000,2025-10-21,1
3668,25382,25382,10000,2025-05-07,1
3669,168183,168183,10000,2025-07-07,1
3670,622014,622014,10000,2025-06-28,1
3671,859975,859975,10000,2025-08-28,1
3672,363818,363818,10000,2025-01-13,1
3673,233284,233284,10000,2025-05-21,1
3674,480220,480220,10000,2025-01-27,1
3675,350550,350550,10000,2025-10-14,1
3676,565263,565263,10000,2025-06-07,1
3677,850856,850856,10000,2025-09-28,1
3678,137470,137470,10000,2025-08-07,1
3679,962472,962472,10000,2025-09-14,1
3680,77415,77415,10000,2025-07-07,1
3681,863066,863066,10000,2025-02-06,1
3682,256694,256694,10000,2025-05-07,1
3683,29042,29042,10000,2025-05-07,1
3684,646444,646444,10000,2025-03-28,1
3685,956090,956090,10000,2025-04-07,1
3686,338961,338961,10000,2025-02-13,1
3687,783328,783328,10000,2025-03-28,1
3688,786067,786067,10000,2025-09-21,1
3689,434135,434135,10000,2025-02-27,1
3690,58619,58619,10000,2025-02-27,1
3691,721986,721986,10000,2025-08-21,1
3692,75142,75142,10000,2025-04-21,1
3693,523102,523102,10000,2025-03-28,1
3694,189777,189777,10000,2025-07-07,1
3695,377709,377709,10000,2025-12-28,1
3696,423398,423398,10000,2025-10-28,1
3697,293355,293355,10000,2025-07-07,1
3698,886327,886327,10000,2025-08-28,1
3699,857612,857612,10000,2025-03-14,1
3700,727218,727218,10000,2025-12-07,1
3701,941770,941770,10000,2025-02-20,1
3702,442362,442362,10000,2025-08-21,1
3703,684975,684975,10000,2025-07-07,1
3704,412214,412214,10000,2025-04-07,1
3705,562068,562068,10000,2025-09-14,1
3706,496920,496920,10000,2025-09-14,1
3707,908768,908768,10000,2025-12-21,1
3708,752249,752249,10000,2025-04-28,1
3709,257792,257792,10000,2025-05-07,1
3710,88265,88265,10000,2025-02-27,1
3711,938604,938604,10000,2025-06-28,1
3712,802431,802431,10000,2025-06-07,1
3713,422249,422249,10000,2025-09-07,1
3714,676755,676755,10000,2025-01-20,1
3715,293797,293797,10000,2025-09-21,1
3716,872436,872436,10000,2025-09-14,1
3717,532483,532483,10000,2025-11-14,1
3718,143455,143455,10000,2025-12-14,1
3719,317837,317837,10000,2025-05-28,1
3720,49804,49804,10000,2025-01-27,1
3721,890820,890820,10000,2025-12-07,1
3722,237135,237135,10000,2025-11-28,1
3723,449241,449241,10000,2025-06-07,1
3724,197111,197111,10000,2025-07-21,1
3725,631652,631652,10000,2025-10-28,1
3726,838825,838825,10000,2025-11-14,1
3727,653469,653469,10000,2025-06-07,1
3728,345471,345471,10000,2025-11-28,1
3729,354180,354180,10000,2025-09-14,1
3730,370298,370298,10000,2025-09-28,1
3731,640186,640186,10000,2025-02-20,1
3732,384215,384215,10000,2025-10-07,1
3733,79564,79564,10000,2025-05-21,1
3734,304678,304678,10000,2025-06-14,1
3735,247338,247338,10000,2025-10-14,1
3736,955227,955227,10000,2025-11-28,1
3737,518544,518544,10000,2025-10-14,1
3738,289757,289757,10000,2025-09-07,1
3739,501722,501722,10000,2025-10-28,1
3740,387340,387340,10000,2025-04-21,1
3741,778876,778876,10000,2025-01-27,1
3742,703124,703124,10000,2025-02-06,1
3743,557912,557912,10000,2025-05-07,1
3744,514563,514563,10000,2025-11-28,1
3745,35927,35927,10000,2025-02-27,1
3746,132011,132011,10000,2025-09-07,1
3747,844948,844948,10000,2025-08-07,1
3748,485557,485557,10000,2025-08-28,1
3749,502539,502539,10000,2025-01-20,1
3750,942386,942386,10000,2025-10-28,1
3751,950675,950675,10000,2025-06-21,1
3752,66175,66175,10000,2025-10-21,1
3753,720416,720416,10000,2025-05-07,1
3754,258911,258911,10000,2025-05-28,1
3755,553161,553161,10000,2025-05-14,1
3756,663792,663792,10000,2025-08-21,1
3757,60763,60763,10000,2025-01-06,1
3758,31856,31856,10000,2025-01-13,1
3759,439502,439502,10000,2025-10-28,1
3760,509859,509859,10000,2025-01-20,1
3761,157553,157553,10000,2025-06-21,1
3762,341972,341972,10000,2025-05-07,1
3763,417505,417505,10000,2025-09-21,1
3764,142089,142089,10000,2025-03-21,1
3765,81364,81364,10000,2025-04-21,1
3766,473998,473998,10000,2025-01-27,1
3767,234918,234918,10000,2025-11-07,1
3768,733516,733516,10000,2025-02-20,1
3769,61586,61586,10000,2025-04-07,1
3770,316269,316269,10000,2025-02-13,1
3771,422293,422293,10000,2025-10-21,1
3772,499191,499191,10000,2025-11-28,1
3773,26610,26610,10000,2025-09-14,1
3774,769391,769391,10000,2025-02-27,1
3775,664663,664663,10000,2025-01-06,1
3776,699677,699677,10000,2025-09-07,1
3777,389705,389705,10000,2025-10-07,1
3778,44435,44435,10000,2025-05-28,1
3779,587793,587793,10000,2025-12-28,1
3780,268214,268214,10000,2025-10-28,1
3781,183281,183281,10000,2025-10-07,1
3782,376421,376421,10000,2025-06-21,1
3783,706631,706631,10000,2025-09-07,1
3784,374432,374432,10000,2025-01-13,1
3785,205109,205109,10000,2025-05-28,1
3786,472818,472818,10000,2025-11-07,1
3787,949950,949950,10000,2025-06-28,1
3788,163005,163005,10000,2025-05-14,1
3789,218729,218729,10000,2025-08-14,1
3790,87878,87878,10000,2025-02-06,1
3791,155815,155815,10000,2025-09-21,1
3792,261666,261666,10000,2025-12-07,1
3793,622762,622762,10000,2025-07-14,1
3794,539298,539298,10000,2025-06-28,1
3795,452634,452634,10000,2025-09-14,1
3796,786220,786220,10000,2025-02-20,1
3797,795843,795843,10000,2025-06-07,1
3798,835819,835819,10000,2025-08-28,1
3799,980521,980521,10000,2025-01-06,1
3800,940396,940396,10000,2025-05-21,1
3801,998309,998309,10000,2025-08-14,1
3802,706499,706499,10000,2025-04-28,1
3803,169227,169227,10000,2025-05-14,1
3804,786928,786928,10000,2025-01-27,1
3805,779868,779868,10000,2025-10-14,1
3806,835127,835127,10000,2025-10-07,1
3807,842180,842180,10000,2025-01-13,1
3808,470605,470605,10000,2025-10-21,1
3809,167116,167116,10000,2025-08-07,1
3810,918734,918734,10000,2025-03-14,1
3811,78893,78893,10000,2025-07-21,1
3812,390116,390116,10000,2025-11-21,1
3813,9086,9086,10000,2025-10-28,1
3814,570150,570150,10000,2025-10-14,1
3815,956104,956104,10000,2025-04-21,1
3816,378176,378176,10000,2025-04-07,1
3817,675778,675778,10000,2025-05-21,1
3818,690130,690130,10000,2025-08-07,1
3819,991064,991064,10000,2025-10-28,1
3820,956920,956920,10000,2025-07-14,1
3821,99542,99542,10000,2025-12-21,1
3822,901364,901364,10000,2025-09-28,1
3823,743810,743810,10000,2025-04-07,1
3824,942837,942837,10000,2025-01-20,1
3825,765791,765791,10000,2025-04-28,1
3826,705157,705157,10000,2025-08-28,1
3827,154923,154923,10000,2025-04-14,1
3828,84400,84400,10000,2025-08-07,1
3829,955586,955586,10000,2025-11-21,1
3830,768241,768241,10000,2025-01-06,1
3831,385426,385426,10000,2025-01-27,1
3832,301079,301079,10000,2025-08-14,1
3833,737169,737169,10000,2025-02-13,1
3834,105710,105710,10000,2025-10-28,1
3835,923005,923005,10000,2025-11-14,1
3836,64178,64178,10000,2025-05-07,1
3837,120381,120381,10000,2025-11-28,1
3838,803689,803689,10000,2025-11-14,1
3839,489210,489210,10000,2025-08-21,1
3840,525522,525522,10000,2025-11-07,1
3841,164432,164432,10000,2025-04-07,1
3842,246789,246789,10000,2025-04-14,1
3843,285365,285365,10000,2025-09-07,1
3844,819349,819349,10000,2025-08-28,1
3845,817550,817550,10000,2025-09-28,1
3846,577897,577897,10000,2025-12-14,1
3847,976966,976966,10000,2025-04-21,1
3848,219567,219567,10000,2025-11-28,1
3849,580093,580093,10000,2025-12-14,1
3850,372480,372480,10000,2025-09-14,1
3851,698914,698914,10000,2025-08-07,1
3852,547848,547848,10000,2025-11-07,1
3853,242275,242275,10000,2025-12-14,1
3854,268871,268871,10000,2025-08-14,1
3855,698708,698708,10000,2025-01-13,1
3856,259599,259599,10000,2025-04-14,1
3857,963943,963943,10000,2025-09-21,1
3858,813158,813158,10000,2025-09-28,1
3859,476529,476529,10000,2025-12-28,1
3860,870355,870355,10000,2025-01-06,1
3861,526457,526457,10000,2025-05-28,1
3862,620299,620299,10000,2025-10-21,1
3863,820508,820508,10000,2025-10-28,1
3864,877597,877597,10000,2025-10-21,1
3865,317244,317244,10000,2025-10-14,1
3866,597478,597478,10000,2025-06-14,1
3867,743032,743032,10000,2025-02-20,1
3868,316031,316031,10000,2025-06-21,1
3869,602724,602724,10000,2025-10-14,1
3870,462363,462363,10000,2025-04-14,1
3871,801202,801202,10000,2025-01-27,1
3872,148067,148067,10000,2025-07-21,1
3873,355651,355651,10000,2025-09-21,1
3874,312073,312073,10000,2025-08-28,1
3875,820952,820952,10000,2025-01-13,1
3876,801852,801852,10000,2025-11-07,1
3877,578561,578561,10000,2025-10-07,1
3878,3986,3986,10000,2025-11-21,1
3879,986878,986878,10000,2025-05-21,1
3880,638789,638789,10000,2025-04-28,1
3881,68615,68615,10000,2025-06-21,1
3882,897896,897896,10000,2025-04-07,1
3883,613040,613040,10000,2025-12-21,1
3884,396527,396527,10000,2025-05-28,1
3885,720935,720935,10000,2025-10-07,1
3886,434066,434066,10000,2025-12-21,1
3887,588677,588677,10000,2025-05-28,1
3888,549617,549617,10000,2025-09-07,1
3889,313920,313920,10000,2025-09-14,1
3890,405084,405084,10000,2025-10-14,1
3891,672928,672928,10000,2025-08-07,1
3892,795507,795507,10000,2025-07-07,1
3893,139269,139269,10000,2025-07-07,1
3894,855288,855288,10000,2025-11-07,1
3895,692866,692866,10000,2025-01-27,1
3896,479457,479457,10000,2025-12-28,1
3897,423703,423703,10000,2025-08-28,1
3898,769779,769779,10000,2025-03-21,1
3899,452969,452969,10000,2025-08-14,1
3900,365129,365129,10000,2025-08-14,1
3901,603836,603836,10000,2025-10-28,1
3902,490294,490294,10000,2025-08-07,1
3903,440135,440135,10000,2025-07-21,1
3904,363543,363543,10000,2025-04-14,1
3905,8119,8119,10000,2025-03-07,1
3906,974641,974641,10000,2025-12-14,1
3907,150972,150972,10000,2025-06-28,1
3908,899147,899147,10000,2025-09-07,1
3909,696328,696328,10000,2025-07-14,1
3910,567534,567534,10000,2025-08-21,1
3911,332904,332904,10000,2025-07-28,1
3912,199544,199544,10000,2025-03-14,1
3913,14355,14355,10000,2025-03-21,1
3914,685616,685616,10000,2025-04-07,1
3915,721431,721431,10000,2025-02-13,1
3916,831718,831718,10000,2025-06-14,1
3917,433167,433167,10000,2025-07-07,1
3918,260240,260240,10000,2025-01-13,1
3919,527891,527891,10000,2025-04-28,1
3920,592330,592330,10000,2025-05-21,1
3921,384947,384947,10000,2025-10-07,1
3922,211402,211402,10000,2025-08-07,1
3923,734973,734973,10000,2025-02-13,1
3924,507425,507425,10000,2025-05-28,1
3925,32260,32260,10000,2025-02-20,1
3926,89356,89356,10000,2025-02-20,1
3927,535059,535059,10000,2025-11-28,1
3928,953230,953230,10000,2025-06-14,1
3929,120847,120847,10000,2025-03-07,1
3930,283473,283473,10000,2025-07-07,1
3931,638744,638744,10000,2025-03-14,1
3932,36912,36912,10000,2025-11-07,1
3933,284883,284883,10000,2025-05-14,1
3934,113474,113474,10000,2025-01-13,1
3935,530432,530432,10000,2025-04-07,1
3936,890698,890698,10000,2025-08-07,1
3937,628245,628245,10000,2025-07-07,1
3938,66213,66213,10000,2025-11-28,1
3939,581801,581801,10000,2025-08-14,1
3940,334263,334263,10000,2025-04-14,1
3941,661063,661063,10000,2025-03-07,1
3942,357945,357945,10000,2025-12-28,1
3943,656923,656923,10000,2025-11-14,1
3944,125956,125956,10000,2025-02-20,1
3945,253499,253499,10000,2025-08-14,1
3946,455257,455257,10000,2025-11-14,1
3947,405908,405908,10000,2025-01-13,1
3948,722298,722298,10000,2025-06-28,1
3949,95198,95198,10000,2025-02-06,1
3950,7967,7967,10000,2025-10-07,1
3951,858084,858084,10000,2025-06-28,1
3952,603097,603097,10000,2025-10-21,1
3953,539735,539735,10000,2025-09-07,1
3954,213832,213832,10000,2025-03-28,1
3955,502105,502105,10000,2025-11-14,1
3956,245318,245318,10000,2025-04-07,1
3957,997225,997225,10000,2025-08-28,1
3958,280309,280309,10000,2025-11-14,1
3959,471841,471841,10000,2025-03-07,1
3960,693150,693150,10000,2025-11-07,1
3961,916989,916989,10000,2025-06-07,1
3962,332463,332463,10000,2025-05-14,1
3963,61502,61502,10000,2025-01-13,1
3964,832107,832107,10000,2025-07-07,1
3965,929905,929905,10000,2025-09-21,1
3966,782170,782170,10000,2025-01-27,1
3967,476804,476804,10000,2025-09-28,1
3968,529730,529730,10000,2025-05-07,1
3969,461004,461004,10000,2025-07-28,1
3970,207695,207695,10000,2025-06-21,1
3971,83210,83210,10000,2025-05-07,1
3972,66274,66274,10000,2025-01-27,1
3973,697318,697318,10000,2025-03-28,1
3974,899916,899916,10000,2025-10-14,1
3975,448761,448761,10000,2025-02-13,1
3976,771708,771708,10000,2025-06-28,1
3977,676588,676588,10000,2025-08-07,1
3978,73694,73694,10000,2025-05-07,1
3979,954762,954762,10000,2025-08-21,1
3980,401844,401844,10000,2025-12-07,1
3981,902173,902173,10000,2025-12-14,1
3982,179392,179392,10000,2025-02-20,1
3983,862469,862469,10000,2025-06-21,1
3984,119153,119153,10000,2025-07-21,1
3985,47540,47540,10000,2025-11-21,1
3986,985757,985757,10000,2025-04-28,1
3987,43689,43689,10000,2025-05-14,1
3988,516988,516988,10000,2025-07-14,1
3989,169144,169144,10000,2025-02-20,1
3990,684166,684166,10000,2025-04-21,1
3991,192269,192269,10000,2025-04-28,1
3992,296267,296267,10000,2025-06-21,1
3993,912032,912032,10000,2025-11-21,1
3994,93876,93876,10000,2025-06-28,1
3995,625491,625491,10000,2025-12-28,1
3996,707651,707651,10000,2025-06-21,1
3997,342963,342963,10000,2025-01-20,1
3998,46770,46770,10000,2025-10-14,1
3999,980467,980467,10000,2025-11-14,1
4000,456910,456910,10000,2025-05-21,1
4001,86098,86098,10000,2025-03-28,1
4002,896331,896331,10000,2025-12-28,1
4003,479199,479199,10000,2025-04-14,1
4004,291282,291282,10000,2025-11-07,1
4005,29287,29287,10000,2025-01-06,1
4006,50735,50735,10000,2025-08-14,1
4007,814265,814265,10000,2025-10-07,1
4008,864886,864886,10000,2025-01-27,1
4009,860198,860198,10000,2025-04-07,1
4010,616899,616899,10000,2025-07-07,1
4011,649128,649128,10000,2025-07-28,1
4012,652819,652819,10000,2025-08-28,1
4013,438017,438017,10000,2025-10-07,1
4014,638446,638446,10000,2025-05-21,1
4015,603601,603601,10000,2025-03-07,1
4016,127793,127793,10000,2025-02-27,1
4017,567855,567855,10000,2025-07-07,1
4018,798846,798846,10000,2025-08-21,1
4019,385344,385344,10000,2025-11-07,1
4020,838228,838228,10000,2025-03-28,1
4021,439868,439868,10000,2025-10-28,1
4022,502943,502943,10000,2025-02-27,1
4023,595374,595374,10000,2025-09-14,1
4024,158780,158780,10000,2025-10-28,1
4025,166665,166665,10000,2025-05-14,1
4026,969196,969196,10000,2025-01-27,1
4027,563463,563463,10000,2025-07-07,1
4028,927793,927793,10000,2025-12-14,1
4029,844725,844725,10000,2025-12-28,1
4030,591484,591484,10000,2025-01-27,1
4031,124986,124986,10000,2025-06-28,1
4032,593879,593879,10000,2025-08-14,1
4033,212927,212927,10000,2025-10-07,1
4034,17178,17178,10000,2025-12-07,1
4035,555791,555791,10000,2025-07-21,1
4036,529355,529355,10000,2025-04-28,1
4037,649755,649755,10000,2025-04-14,1
4038,76064,76064,10000,2025-10-28,1
4039,211440,211440,10000,2025-09-14,1
4040,535983,535983,10000,2025-06-07,1
4041,246111,246111,10000,2025-06-07,1
4042,616930,616930,10000,2025-08-07,1
4043,612278,612278,10000,2025-11-21,1
4044,631638,631638,10000,2025-10-14,1
4045,493755,493755,10000,2025-01-20,1
4046,29339,29339,10000,2025-02-27,1
4047,319667,319667,10000,2025-05-28,1
4048,7927,7927,10000,2025-08-28,1
4049,459519,459519,10000,2025-07-07,1
4050,306911,306911,10000,2025-07-21,1
4051,353807,353807,10000,2025-09-07,1
4052,97004,97004,10000,2025-01-13,1
4053,513657,513657,10000,2025-06-07,1
4054,108051,108051,10000,2025-03-21,1
4055,905786,905786,10000,2025-10-28,1
4056,940434,940434,10000,2025-06-28,1
4057,478634,478634,10000,2025-09-28,1
4058,560465,560465,10000,2025-04-28,1
4059,959353,959353,10000,2025-03-07,1
4060,227862,227862,10000,2025-07-28,1
4061,353675,353675,10000,2025-04-28,1
4062,767210,767210,10000,2025-03-14,1
4063,557241,557241,10000,2025-07-07,1
